epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,442.759,0.42023,0.06055,0,0.36428,0.88284,0.99984,1,0.995,0.939,0.99984,1,0.995,0.99498,0.51156,0.04505,0,0.27527,1.0206,0.0017426,0.0017426,0.0017426
15,472.847,0.42567,0.06543,0,0.36182,0.88753,0.99983,1,0.995,0.77998,0.99983,1,0.995,0.99406,1.103,0.06566,0,0.42161,1.37967,0.0017228,0.0017228,0.0017228
16,501.159,0.40851,0.07374,0,0.35638,0.88557,0.99984,1,0.995,0.98866,0.99984,1,0.995,0.99491,0.35324,0.04384,0,0.21043,0.97723,0.001703,0.001703,0.001703
17,531.693,0.40586,0.05791,0,0.33904,0.8789,0.99984,1,0.995,0.99219,0.99984,1,0.995,0.99479,0.32466,0.03824,0,0.19073,0.9539,0.0016832,0.0016832,0.0016832
18,560.09,0.40135,0.05242,0,0.34999,0.88238,0.99985,1,0.995,0.98696,0.99985,1,0.995,0.99499,0.34372,0.03735,0,0.20673,0.95095,0.0016634,0.0016634,0.0016634
19,588.437,0.36508,0.05732,0,0.32977,0.87298,0.99981,1,0.995,0.90296,0.99981,1,0.995,0.99498,0.6706,0.04271,0,0.34695,1.13091,0.0016436,0.0016436,0.0016436
20,618.576,0.40015,0.05039,0,0.33139,0.88283,0.99985,1,0.995,0.99397,0.99985,1,0.995,0.995,0.31198,0.02857,0,0.18125,0.94653,0.0016238,0.0016238,0.0016238
21,647.263,0.35586,0.0597,0,0.32818,0.87506,0.99985,1,0.995,0.99255,0.99985,1,0.995,0.99496,0.3259,0.03274,0,0.185,0.94801,0.001604,0.001604,0.001604
22,676.132,0.36066,0.04291,0,0.3216,0.86814,0.99984,1,0.995,0.97749,0.99984,1,0.995,0.99499,0.37992,0.02815,0,0.19241,0.97697,0.0015842,0.0015842,0.0015842
23,707.067,0.36768,0.04787,0,0.32653,0.86913,0.99985,1,0.995,0.98619,0.99985,1,0.995,0.99498,0.3619,0.02639,0,0.19944,0.95556,0.0015644,0.0015644,0.0015644
24,734.407,0.34116,0.04647,0,0.315,0.86835,0.99985,1,0.995,0.99387,0.99985,1,0.995,0.99499,0.31812,0.02939,0,0.18991,0.94596,0.0015446,0.0015446,0.0015446
25,765.171,0.35216,0.05122,0,0.30656,0.86949,0.99985,1,0.995,0.9902,0.99985,1,0.995,0.99494,0.34657,0.03521,0,0.19519,0.95138,0.0015248,0.0015248,0.0015248
26,794.378,0.34366,0.04482,0,0.30099,0.86511,0.99985,1,0.995,0.99167,0.99985,1,0.995,0.99498,0.31528,0.02851,0,0.1832,0.95483,0.001505,0.001505,0.001505
27,823.51,0.3259,0.04322,0,0.29954,0.86005,0.99985,1,0.995,0.98662,0.99985,1,0.995,0.99496,0.36158,0.03584,0,0.19067,0.97644,0.0014852,0.0014852,0.0014852
28,853.993,0.30978,0.04429,0,0.29619,0.85801,0.99985,1,0.995,0.99182,0.99985,1,0.995,0.995,0.33703,0.02859,0,0.19423,0.95579,0.0014654,0.0014654,0.0014654
29,882.209,0.32703,0.04411,0,0.30872,0.86217,0.99986,1,0.995,0.95065,0.99986,1,0.995,0.99498,0.48433,0.02981,0,0.25901,1.01692,0.0014456,0.0014456,0.0014456
30,911.757,0.30806,0.03578,0,0.28945,0.85708,0.99985,1,0.995,0.99337,0.99985,1,0.995,0.99498,0.31552,0.02655,0,0.17654,0.9603,0.0014258,0.0014258,0.0014258
31,942.716,0.30409,0.03571,0,0.2887,0.85578,0.99986,1,0.995,0.99427,0.99986,1,0.995,0.995,0.29823,0.0228,0,0.17248,0.96312,0.001406,0.001406,0.001406
32,972.5,0.29855,0.03731,0,0.28952,0.85131,0.99986,1,0.995,0.99461,0.99986,1,0.995,0.99497,0.29724,0.03011,0,0.16773,0.97381,0.0013862,0.0013862,0.0013862
33,1002.61,0.31608,0.03443,0,0.29025,0.85879,0.99986,1,0.995,0.99479,0.99986,1,0.995,0.99499,0.2909,0.02612,0,0.16629,0.96901,0.0013664,0.0013664,0.0013664
34,1031.77,0.30476,0.0421,0,0.27586,0.84976,0.99983,1,0.995,0.99256,0.99983,1,0.995,0.995,0.31624,0.02872,0,0.17465,0.9827,0.0013466,0.0013466,0.0013466
35,1059.28,0.30867,0.03545,0,0.2779,0.85401,0.99986,1,0.995,0.99173,0.99986,1,0.995,0.995,0.31645,0.0247,0,0.1637,0.96437,0.0013268,0.0013268,0.0013268
36,1090.36,0.28706,0.03297,0,0.27024,0.84762,0.99985,1,0.995,0.99392,0.99985,1,0.995,0.995,0.28464,0.02151,0,0.16001,0.95999,0.001307,0.001307,0.001307
37,1119.25,0.29549,0.03123,0,0.27644,0.84826,0.99985,1,0.995,0.99401,0.99985,1,0.995,0.995,0.28124,0.02386,0,0.15954,0.96248,0.0012872,0.0012872,0.0012872
38,1149.12,0.27491,0.02845,0,0.25995,0.84493,0.99986,1,0.995,0.99471,0.99986,1,0.995,0.995,0.28459,0.02156,0,0.15784,0.95699,0.0012674,0.0012674,0.0012674
39,1180.27,0.28948,0.03399,0,0.27714,0.84821,0.99986,1,0.995,0.99415,0.99986,1,0.995,0.995,0.28429,0.02131,0,0.16888,0.9641,0.0012476,0.0012476,0.0012476
40,1208.2,0.28272,0.02958,0,0.26628,0.84388,0.99985,1,0.995,0.99495,0.99985,1,0.995,0.995,0.27185,0.02217,0,0.1536,0.96808,0.0012278,0.0012278,0.0012278
41,1239.96,0.28304,0.0309,0,0.26704,0.84849,0.99984,1,0.995,0.99394,0.99984,1,0.995,0.995,0.27625,0.0184,0,0.15553,0.97109,0.001208,0.001208,0.001208
42,1270.36,0.27037,0.03098,0,0.257,0.8433,0.99986,1,0.995,0.995,0.99986,1,0.995,0.995,0.27254,0.02155,0,0.1492,0.96534,0.0011882,0.0011882,0.0011882
43,1299.81,0.27163,0.02478,0,0.26069,0.84398,0.99986,1,0.995,0.99479,0.99986,1,0.995,0.995,0.2895,0.01848,0,0.15431,0.96081,0.0011684,0.0011684,0.0011684
44,1330.63,0.26411,0.02722,0,0.25983,0.84553,0.99986,1,0.995,0.99488,0.99986,1,0.995,0.99499,0.29276,0.02457,0,0.16452,0.96172,0.0011486,0.0011486,0.0011486
45,1359.5,0.26888,0.0259,0,0.26491,0.84731,0.99986,1,0.995,0.99251,0.99986,1,0.995,0.995,0.33121,0.023,0,0.17065,0.9637,0.0011288,0.0011288,0.0011288
46,1388.99,0.27171,0.03089,0,0.25641,0.84409,0.99985,1,0.995,0.99474,0.99985,1,0.995,0.995,0.29479,0.02127,0,0.16363,0.94919,0.001109,0.001109,0.001109
47,1421.19,0.26517,0.03194,0,0.25151,0.84472,0.99986,1,0.995,0.99317,0.99986,1,0.995,0.99498,0.33871,0.0214,0,0.17353,0.96073,0.0010892,0.0010892,0.0010892
48,1450.37,0.26688,0.02357,0,0.25471,0.84071,0.99985,1,0.995,0.99484,0.99985,1,0.995,0.995,0.28045,0.01694,0,0.14929,0.94975,0.0010694,0.0010694,0.0010694
49,1482.15,0.25408,0.02566,0,0.24804,0.83921,0.99986,1,0.995,0.9943,0.99986,1,0.995,0.995,0.28273,0.01967,0,0.15044,0.9738,0.0010496,0.0010496,0.0010496
50,1512.47,0.25608,0.02893,0,0.25117,0.84095,0.99982,1,0.995,0.99492,0.99982,1,0.995,0.995,0.27693,0.01676,0,0.15235,0.95473,0.0010298,0.0010298,0.0010298
51,1541.97,0.26051,0.02442,0,0.26212,0.84505,0.99986,1,0.995,0.9948,0.99986,1,0.995,0.995,0.26039,0.01385,0,0.1475,0.95036,0.00101,0.00101,0.00101
52,1573.62,0.2544,0.0225,0,0.25196,0.83734,0.99985,1,0.995,0.995,0.99985,1,0.995,0.995,0.25925,0.01449,0,0.15028,0.94354,0.0009902,0.0009902,0.0009902
53,1603.43,0.2519,0.02152,0,0.25047,0.84117,0.99985,1,0.995,0.98559,0.99985,1,0.995,0.995,0.38892,0.01533,0,0.19878,1.00083,0.0009704,0.0009704,0.0009704
54,1633.46,0.24972,0.02089,0,0.25219,0.84273,0.99987,1,0.995,0.995,0.99987,1,0.995,0.995,0.25243,0.01303,0,0.14196,0.96686,0.0009506,0.0009506,0.0009506
55,1664.73,0.26338,0.02261,0,0.24904,0.84293,0.99986,1,0.995,0.99485,0.99986,1,0.995,0.995,0.28013,0.01664,0,0.15236,0.95077,0.0009308,0.0009308,0.0009308
56,1693.18,0.2528,0.02,0,0.24331,0.84247,0.99928,1,0.995,0.99494,0.99928,1,0.995,0.99498,0.27929,0.0169,0,0.14929,0.96781,0.000911,0.000911,0.000911
57,1723.79,0.25056,0.02487,0,0.24791,0.83994,0.99986,1,0.995,0.9949,0.99986,1,0.995,0.995,0.27197,0.01916,0,0.14365,0.96036,0.0008912,0.0008912,0.0008912
58,1753.69,0.25546,0.02246,0,0.25279,0.8419,0.99986,1,0.995,0.99414,0.99986,1,0.995,0.995,0.28913,0.0155,0,0.14679,0.96752,0.0008714,0.0008714,0.0008714
59,1783.52,0.24483,0.02653,0,0.24332,0.8407,0.99986,1,0.995,0.99496,0.99986,1,0.995,0.99498,0.26493,0.02123,0,0.14643,0.96501,0.0008516,0.0008516,0.0008516
60,1814.72,0.24021,0.02076,0,0.24632,0.83807,0.99984,1,0.995,0.99487,0.99984,1,0.995,0.995,0.26287,0.01928,0,0.1452,0.95847,0.0008318,0.0008318,0.0008318
61,1845.25,0.25028,0.02255,0,0.25075,0.83973,0.99986,1,0.995,0.995,0.99986,1,0.995,0.995,0.25271,0.01653,0,0.132,0.96119,0.000812,0.000812,0.000812
62,1873.96,0.2395,0.01979,0,0.24121,0.83675,0.99986,1,0.995,0.99495,0.99986,1,0.995,0.995,0.26991,0.01654,0,0.14657,0.95831,0.0007922,0.0007922,0.0007922
63,1905.81,0.2294,0.01762,0,0.23235,0.83529,0.99986,1,0.995,0.99499,0.99986,1,0.995,0.995,0.24976,0.01555,0,0.13162,0.93983,0.0007724,0.0007724,0.0007724
64,1935.98,0.2254,0.02027,0,0.22361,0.83191,0.99986,1,0.995,0.99486,0.99986,1,0.995,0.995,0.27812,0.01349,0,0.14236,0.96143,0.0007526,0.0007526,0.0007526
65,1965.59,0.22963,0.0227,0,0.2357,0.83762,0.99986,1,0.995,0.995,0.99986,1,0.995,0.995,0.25542,0.01563,0,0.13277,0.96317,0.0007328,0.0007328,0.0007328
66,1996.42,0.22203,0.02103,0,0.22163,0.83165,0.99986,1,0.995,0.9949,0.99986,1,0.995,0.995,0.2706,0.01299,0,0.1375,0.95302,0.000713,0.000713,0.000713
67,2025.23,0.2284,0.01752,0,0.23047,0.83633,0.99986,1,0.995,0.995,0.99986,1,0.995,0.995,0.24519,0.01218,0,0.13285,0.96193,0.0006932,0.0006932,0.0006932
68,2055.39,0.21649,0.0202,0,0.21889,0.83199,0.99986,1,0.995,0.995,0.99986,1,0.995,0.995,0.24513,0.01143,0,0.13081,0.96877,0.0006734,0.0006734,0.0006734
69,2086.01,0.2172,0.02615,0,0.21821,0.82962,0.99986,1,0.995,0.995,0.99986,1,0.995,0.995,0.24861,0.01535,0,0.12961,0.95967,0.0006536,0.0006536,0.0006536
70,2116.28,0.22286,0.01492,0,0.23131,0.83771,0.99986,1,0.995,0.99492,0.99986,1,0.995,0.995,0.2557,0.01495,0,0.13142,0.96418,0.0006338,0.0006338,0.0006338
71,2146.73,0.21811,0.01642,0,0.22596,0.83275,0.99986,1,0.995,0.99492,0.99986,1,0.995,0.995,0.27789,0.016,0,0.13869,0.97257,0.000614,0.000614,0.000614
72,2175.55,0.21048,0.01555,0,0.21281,0.82651,0.99986,1,0.995,0.995,0.99986,1,0.995,0.995,0.24385,0.01514,0,0.12677,0.96848,0.0005942,0.0005942,0.0005942
73,2205.53,0.21025,0.01705,0,0.21399,0.82987,0.99986,1,0.995,0.99489,0.99986,1,0.995,0.995,0.25664,0.01534,0,0.13001,0.97222,0.0005744,0.0005744,0.0005744
74,2236.3,0.20819,0.01613,0,0.21326,0.82498,0.99986,1,0.995,0.995,0.99986,1,0.995,0.995,0.24671,0.01587,0,0.13376,0.96475,0.0005546,0.0005546,0.0005546
75,2265.94,0.20813,0.01507,0,0.21541,0.82464,0.99986,1,0.995,0.99499,0.99986,1,0.995,0.99498,0.27014,0.01648,0,0.13716,0.96984,0.0005348,0.0005348,0.0005348
76,2296.66,0.20356,0.01957,0,0.21432,0.82626,0.99985,1,0.995,0.995,0.99985,1,0.995,0.995,0.2565,0.01118,0,0.13231,0.97718,0.000515,0.000515,0.000515
77,2327.79,0.20452,0.01574,0,0.20677,0.82397,0.99986,1,0.995,0.99488,0.99986,1,0.995,0.995,0.27138,0.01451,0,0.1388,0.98261,0.0004952,0.0004952,0.0004952
78,2356.3,0.21192,0.01419,0,0.21542,0.82922,0.99986,1,0.995,0.995,0.99986,1,0.995,0.995,0.26072,0.01446,0,0.13385,0.97186,0.0004754,0.0004754,0.0004754
79,2386.71,0.20178,0.01834,0,0.20452,0.82561,0.99978,1,0.995,0.995,0.99978,1,0.995,0.995,0.24527,0.01646,0,0.13012,0.96421,0.0004556,0.0004556,0.0004556
80,2416.43,0.19989,0.01669,0,0.2106,0.82624,0.99986,1,0.995,0.995,0.99986,1,0.995,0.995,0.24515,0.01494,0,0.12895,0.9721,0.0004358,0.0004358,0.0004358
81,2447.24,0.19766,0.01599,0,0.20811,0.82761,0.99986,1,0.995,0.99492,0.99986,1,0.995,0.995,0.25938,0.01441,0,0.13464,0.96663,0.000416,0.000416,0.000416
82,2478.5,0.21062,0.01606,0,0.2085,0.82828,0.99986,1,0.995,0.995,0.99986,1,0.995,0.995,0.24556,0.01351,0,0.12481,0.97994,0.0003962,0.0003962,0.0003962
83,2508.25,0.2013,0.01483,0,0.20659,0.82707,0.99986,1,0.995,0.995,0.99986,1,0.995,0.995,0.23958,0.01323,0,0.12171,0.97546,0.0003764,0.0003764,0.0003764
84,2537.92,0.19525,0.01356,0,0.2037,0.82743,0.99986,1,0.995,0.995,0.99986,1,0.995,0.995,0.2492,0.01278,0,0.1286,0.97863,0.0003566,0.0003566,0.0003566
85,2568.03,0.19722,0.0162,0,0.20664,0.82656,0.99986,1,0.995,0.995,0.99986,1,0.995,0.99499,0.23686,0.01364,0,0.12316,0.96627,0.0003368,0.0003368,0.0003368
86,2596.57,0.19817,0.01339,0,0.20932,0.82638,0.99986,1,0.995,0.995,0.99986,1,0.995,0.995,0.25166,0.012,0,0.12798,0.97406,0.000317,0.000317,0.000317
87,2626.43,0.19059,0.01191,0,0.20319,0.82591,0.99986,1,0.995,0.995,0.99986,1,0.995,0.995,0.24804,0.01012,0,0.12582,0.96619,0.0002972,0.0002972,0.0002972
88,2655.13,0.18543,0.01323,0,0.19219,0.82473,0.99986,1,0.995,0.995,0.99986,1,0.995,0.995,0.239,0.01024,0,0.12268,0.98275,0.0002774,0.0002774,0.0002774
89,2683.96,0.18662,0.01301,0,0.20354,0.82536,0.99986,1,0.995,0.995,0.99986,1,0.995,0.995,0.2374,0.01079,0,0.12218,0.97581,0.0002576,0.0002576,0.0002576
90,2713.67,0.18805,0.01424,0,0.20426,0.82718,0.99986,1,0.995,0.995,0.99986,1,0.995,0.995,0.24551,0.01148,0,0.12494,0.98762,0.0002378,0.0002378,0.0002378
91,2760.36,0.12531,0.008,0,0.10577,0.78251,0.99984,1,0.995,0.995,0.99984,1,0.995,0.995,0.23939,0.00902,0,0.12507,0.97623,0.000218,0.000218,0.000218
92,2791.61,0.11794,0.00854,0,0.09635,0.7804,0.99985,1,0.995,0.995,0.99985,1,0.995,0.995,0.23614,0.00952,0,0.12229,0.97794,0.0001982,0.0001982,0.0001982
93,2820.16,0.11374,0.00802,0,0.09703,0.77847,0.99986,1,0.995,0.995,0.99986,1,0.995,0.995,0.23524,0.00924,0,0.12114,0.97963,0.0001784,0.0001784,0.0001784
94,2848.69,0.11168,0.00735,0,0.09358,0.77657,0.99986,1,0.995,0.995,0.99986,1,0.995,0.995,0.23728,0.01028,0,0.1219,0.98633,0.0001586,0.0001586,0.0001586
95,2878.76,0.10845,0.00709,0,0.0922,0.78001,0.99981,1,0.995,0.995,0.99981,1,0.995,0.995,0.23868,0.0096,0,0.12322,0.98238,0.0001388,0.0001388,0.0001388
96,2908.25,0.10916,0.00706,0,0.09037,0.781,0.99983,1,0.995,0.995,0.99983,1,0.995,0.995,0.23826,0.01001,0,0.1251,0.97378,0.000119,0.000119,0.000119
97,2937.35,0.10496,0.00678,0,0.08865,0.77583,0.99984,1,0.995,0.995,0.99984,1,0.995,0.995,0.23864,0.01164,0,0.12108,0.9764,9.92e-05,9.92e-05,9.92e-05
98,2967.64,0.10501,0.00657,0,0.0869,0.77361,0.99985,1,0.995,0.995,0.99985,1,0.995,0.995,0.23784,0.01076,0,0.12092,0.97578,7.94e-05,7.94e-05,7.94e-05
99,2995.95,0.10351,0.00667,0,0.08495,0.77775,0.99986,1,0.995,0.995,0.99986,1,0.995,0.995,0.23941,0.01072,0,0.12081,0.97821,5.96e-05,5.96e-05,5.96e-05
100,3024.33,0.10292,0.00659,0,0.08662,0.77314,0.99986,1,0.995,0.995,0.99986,1,0.995,0.995,0.23633,0.01013,0,0.11928,0.98034,3.98e-05,3.98e-05,3.98e-05
